provider,model,instance_id,ground_truth_root,visible_symptom,parsed_node,correct,selected_symptom,graph_prediction,graph_correct,prompt_sha256,latency_ms,input_tokens,output_tokens,total_tokens
deepseek,deepseek-v4-flash,controlled--full-tools-persistent-memory--multi_step--malformed_tool_result--009,tool::calculate,,tool::calculate,True,False,tool::calculate,True,3344f24c587a15cdad17d6be4e861db0fcb9c64bba5b0d5a120a78e69f00058e,7048.408962000394,10262,646,10908
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--explicit_tool_error--000,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,71343eaf4b9c7c0aa5bb8bdbce1f1cc2e045b7b3f37819fd581c3730ec607246,4204.064655001275,3159,304,3463
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--explicit_tool_error--001,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,c00bc7bb7fba50faf805d5fc2daea88253c8b43d4403631eb303353053abcdc5,6163.11605500232,3147,540,3687
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--explicit_tool_error--002,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,64d5c468b38374b5b1942fcba5902a5e0d4307d29370b3cdbcf40d2efcf6c659,5192.485529994883,3132,444,3576
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--explicit_tool_error--003,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,f46b15ec98de37a06a4e8899c5370e09d2146ca98dc5c58552706a956757f535,4598.254944001383,3132,351,3483
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--explicit_tool_error--004,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,227fd5575730416cc8baf88d3ed02dd72edbd936056f7771c292a02c5c1f6a66,5913.212915998884,3141,545,3686
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--explicit_tool_error--005,tool::calculate,call_model,call_model,False,True,tool::calculate,True,95331862b15a76e2d01f041d51b9b169757c9d35eb42c043e53d5418fe5d6389,5563.725662999786,3156,570,3726
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--explicit_tool_error--006,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,79c919e0cc52829bfd4754d01333c19bc500af64bfb6a756db4389101eb081a9,8735.237975997734,3124,838,3962
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--explicit_tool_error--007,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,37dabd04dab9265b90776655df83ee86e4e00dec6612f6361bcb202ad625c4b3,7537.805922998814,3131,769,3900
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--explicit_tool_error--008,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,ac653a3713afab25cd9de7cfad57fbadeecd63d170d049421a91c0911178da31,4676.3192799990065,3137,467,3604
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--explicit_tool_error--009,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,2ea14472650624064be248fcfc41f2b3120e69b18b770ca454dd2a5e1dba40e7,5260.24943000084,3147,478,3625
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--explicit_tool_error--010,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,265b0eba125a056dbd0bf5c1201db8c50a85d2f2cd8ccf7d62f80280a070a3fd,4640.050009998959,3161,343,3504
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--explicit_tool_error--011,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,8fae2bdf26bfa110620401774332dd6feb41bab84569cfab0a3213d7988eba3d,5241.523521995987,3128,405,3533
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--explicit_tool_error--012,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,eb25d0e2fafdf8dd4fb98c4b76366f87c3079ce7b00ec307cdb230c6b7ad32aa,6413.970983005129,3131,703,3834
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--explicit_tool_error--013,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,a0c4f391a26896bf7607b1b96bf0887f34e601470786067fd38d977e4a2698ec,4572.175371002231,3125,314,3439
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--explicit_tool_error--014,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,cbeace02692fd7aa9cc7d89ac554426990df82b869c22a7c0f4a07d83b3b173d,5085.757822998858,3146,464,3610
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--explicit_tool_error--015,tool::calculate,call_model,,False,False,tool::calculate,True,7f3674c3c5861c058bc540cf4d892a8c0f25e9273c52292fa2dfbcf4991fca84,4398.86207300151,3125,348,3473
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--explicit_tool_error--016,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,48864efc43e246ae533f2e9be2fac1c264dc6c1329de2f2df32abc160e9a8481,4643.748130998574,3159,394,3553
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--explicit_tool_error--017,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,701ac7edbff934d9f0d766acb56bb2c43673e38958e0aba050f69c89735ba115,4013.8794599988614,3149,346,3495
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--explicit_tool_error--018,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,9fdb4b4e19228c6cb339c10fe2f64a05962225d52299a460705aef53137e24cf,4965.498495999782,3152,497,3649
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--explicit_tool_error--019,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,e05ba6910ac79ece724bf23c1845fcd71eb235c16d0e6ef5499b3b66328d88f7,3725.1634460044443,3130,321,3451
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--explicit_tool_error--020,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,b8df71016103cec7a66a1011b8917369429c92038e080be67d6a775775ed2670,5255.177618004382,3127,563,3690
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--explicit_tool_error--021,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,08a176dc6b8a765c874d3561a05d613e0e60be984fbd3efc81f0e7aaf5787bc0,9498.490962003416,3123,1148,4271
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--explicit_tool_error--022,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,29eeb32e0f8b58f55838888cb2e141b9df9b5fa60af9692df96c932a3f129367,3657.4886110029183,3124,223,3347
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--explicit_tool_error--023,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,752c2f360d09ae1cab2e8915cfd46ecd8340508eb6a5008be0d8ab4555b9f930,5119.611604000966,3128,476,3604
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--explicit_tool_error--024,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,cc6eb77422a3ff270ca49500602d02607930efaba3ff36978ce37bb2fda784b2,3930.1165900033084,3143,342,3485
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_numeric_value--000,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,28f8bceb9ffc51d8b725979059d83939022b03bf0af4f4bbfbef5e2e25b63286,4203.66616800311,3154,388,3542
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_numeric_value--001,tool::calculate,call_model,,False,False,tool::calculate,True,69c6d77fa7f0ed174d94b86a7b9aa1ac3561a19ff8971b1879c9c6dc06f1496d,5037.228309003694,3150,387,3537
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_numeric_value--002,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,8a2e178a8a17f8a12dcf260cc43b3009d9cffa285274f9d13b04ec6cf818b4a3,5125.148534003529,3149,507,3656
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_numeric_value--003,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,3a97441966b09eda6d14041829f004df163170c4327408ce1ed4901a92407a34,5544.975548997172,3162,517,3679
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_numeric_value--004,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,2c86872bee71fb1cab701f7edc9194c193c14c8d915df246780537b371923452,5365.236849000212,3158,509,3667
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_numeric_value--005,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,f0e0a8d82b3df216ec5042d25333fdfa9e850be1b3409c2138b094bea489fa14,4710.905128005834,3147,396,3543
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_numeric_value--006,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,afdf015186af04ee494e9e82a130a314497fbd0ad8b9b223ca5fc84ac15237d9,6864.299469001708,3150,744,3894
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_numeric_value--007,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,f88b3275781c924b37ae30bb134ac77c604199758fc54b850a1a8a85395a3a56,3168.6099829967134,3150,135,3285
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_numeric_value--008,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,05ac10bdb1075975af8546a0f18e2415828e8e4d30012674acb203f61c2c0087,3999.8488320052275,3151,365,3516
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_numeric_value--009,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,802c241f3e5a178b94de002e517b91741a3d02cbc61c152fa975bfbb175e9e1b,3596.0514489997877,3159,157,3316
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_numeric_value--010,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,428d8f4b87ad42b8cdc80553ddb80a0394bebef5612fa163a4c8b1ea27ce2234,5592.018953997467,3159,580,3739
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_numeric_value--011,tool::calculate,,tool::calculate,True,False,tool::calculate,True,754fad31f833d9465ec8a3a5e2b8f3faed517a68e6d27fdebe3cae15f6c69aff,4164.496739998867,3147,284,3431
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_numeric_value--012,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,9c63d4be1184538645ad7e68ad87624d7d66c445d1ac727038804d73e08b2e7b,3832.3503069987055,3206,229,3435
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_numeric_value--013,tool::calculate,,tool::calculate,True,False,tool::calculate,True,3aac9049bcce6aa4d57940509286a0a45f2de7f1491d983107feee92550be872,4809.080817001814,3153,399,3552
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_numeric_value--014,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,0ef47d3da87a046840bea0bb47ba01c801a13e5ce6ec679effbe5f0d578b2992,6355.177436998929,3166,637,3803
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_numeric_value--015,tool::calculate,call_model,,False,False,tool::calculate,True,832fefdcc040bded77a37d0ebc4ed042cf4971256ae1d782274ab4835c92daf5,5276.55297399906,3155,498,3653
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_numeric_value--016,tool::calculate,,tool::calculate,True,False,tool::calculate,True,a890b9b444c32777ba54314201809b3634d903e1563bcb1f70486fd99ebd711c,6518.757516998448,3154,648,3802
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_numeric_value--017,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,cd947aff722e08a8abe0d7fff1ba8a1fa7f8fcdc31c7d752410f32a7a237bb0f,7247.81225300103,3166,699,3865
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_numeric_value--018,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,acd6a1232979bfec5ba6cbb5b2f493b22d9fa4f02fe4c6befc50422ab245f716,2232.5015290043666,3140,90,3230
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_numeric_value--019,tool::calculate,,tool::calculate,True,False,tool::calculate,True,7d08649a1782af6cf4ffd196d5975fd7b4ca4be5f92b6ade2084d4fb97e48e01,2290.217604000645,3148,117,3265
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_numeric_value--020,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,34daa57df827934b443277d860dd03be10bde3bae7b9eda3de877855fcbe7acf,4526.654193003196,3133,447,3580
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_numeric_value--021,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,d6c89d6fae66a45e89be8bebe338750aed25535bb219c1f26a472787ae5d3306,6347.644672998285,3151,592,3743
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_numeric_value--022,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,b80af5e758cce2e76dd0ced0625d70bc3fec9b9e28b0f1cadb2926b06a193b3c,3135.0950740015833,3161,178,3339
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_numeric_value--023,tool::calculate,,tool::calculate,True,False,tool::calculate,True,8db3ecb91e15612c40fc4b78bc055489b7c0d705e25b1a828197ddc31e43e910,9049.09114700422,3147,1071,4218
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_numeric_value--024,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,327a2b8d713e172c374afa9f7e298a5d6d6ea20e2ebc07ad2d4f7fa319d2491f,5830.212222994305,3146,517,3663
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_time_observation--000,tool::get_current_datetime,call_model,tool::get_current_datetime,True,False,tool::get_current_datetime,True,b02d878e1bcfda27816221094aa1ee1d1db72dc87581ea2cb9e3073f8193a52d,6743.120772000111,3215,640,3855
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_time_observation--001,tool::get_current_datetime,,tool::get_current_datetime,True,False,tool::get_current_datetime,True,3b5e3116177513a699c260d25e63153bd97a39db7271b105bde75a374dadf414,4851.484354003333,3190,433,3623
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_time_observation--002,tool::get_current_datetime,call_model,tool::get_current_datetime,True,False,tool::get_current_datetime,True,2ff65bb997d60ae97a84bca4893346bdaea77d1ad4132a24e5a7e4d4d5b66b7b,4155.891631002305,3220,292,3512
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_time_observation--003,tool::get_current_datetime,,tool::get_current_datetime,True,False,tool::get_current_datetime,True,1d8ac54e0e2cf45a4e8c786d508267fd9066572ddaee6d2b1ed033745bcb7187,7166.8380460032495,3245,638,3883
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_time_observation--004,tool::get_current_datetime,call_model,tool::get_current_datetime,True,False,tool::get_current_datetime,True,83b53d1f742e7995357df1ad1bfafffd7c1db1846524be9c5c97a77499ec732a,5328.810197999701,3272,414,3686
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_time_observation--005,tool::get_current_datetime,,tool::get_current_datetime,True,False,tool::get_current_datetime,True,551b888989f621736552a042f62dcc387d78970359b2721fbb618d3400c324e0,4006.385359003616,3265,234,3499
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_time_observation--006,tool::get_current_datetime,,tool::get_current_datetime,True,False,tool::get_current_datetime,True,dce84af9bbe4b2d61e9328b4ff9fa96253a3500a5526d48dc2d84896f57fedaf,4922.233746001439,3145,424,3569
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_time_observation--007,tool::get_current_datetime,call_model,tool::get_current_datetime,True,False,tool::get_current_datetime,True,f838ce926f7694a1a1855700a1724153b91c39bb1a3c561663b1aaa81612f3af,4078.0278370002634,3203,271,3474
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_time_observation--008,tool::get_current_datetime,,tool::get_current_datetime,True,False,tool::get_current_datetime,True,10db9f1ba2d3bf8210b6b43a67b36e7e13d4c20f5a317d2b1166600b0c46d63e,4236.762167005509,3161,335,3496
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_time_observation--009,tool::get_current_datetime,call_model,tool::get_current_datetime,True,False,tool::get_current_datetime,True,cb67882ba9d7e070cd8a1c54ccda247381e48cebd425196f6322cf8e165b31d9,4997.821730001306,3243,290,3533
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_time_observation--010,tool::get_current_datetime,call_model,tool::get_current_datetime,True,False,tool::get_current_datetime,True,fa400b38e74233296a6d7f20e9444e358a21953960c9fe300f9bf7c9e38b5d21,2928.75353499403,3285,118,3403
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_time_observation--011,tool::get_current_datetime,,tool::get_current_datetime,True,False,tool::get_current_datetime,True,e95ddb48767d0f91d055004be328e9e0467cd2529c43e8e0e5d95f26f5533e31,7165.462116994604,3164,750,3914
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_time_observation--012,tool::get_current_datetime,call_model,tool::get_current_datetime,True,False,tool::get_current_datetime,True,759ce403bb05a432b01eefe41e739af7d378431949ab386b64f1977286aa01cb,6033.598484005779,3327,518,3845
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_time_observation--013,tool::get_current_datetime,call_model,tool::get_current_datetime,True,False,tool::get_current_datetime,True,05fd548094be872baef8ce579a8a7ab361950392737a18fe82ff0f71a5c7deae,5964.727377999225,3234,566,3800
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_time_observation--014,tool::get_current_datetime,call_model,tool::get_current_datetime,True,False,tool::get_current_datetime,True,64bdba9c60cbfd0ce8d65ff38492e4989dce96df4a405025731f1a9cd66c01b8,4933.34606600547,3200,408,3608
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_time_observation--015,tool::get_current_datetime,call_model,tool::get_current_datetime,True,False,tool::get_current_datetime,True,9423fef88515313ba3480b47a3b85241b38ec3433787155c2dd1559a96ffafd5,5582.316722000542,3172,486,3658
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_time_observation--016,tool::get_current_datetime,call_model,tool::get_current_datetime,True,False,tool::get_current_datetime,True,69b3e222de61dfb45f0ebf71ca6ce0f324ca252704d4df281fc8e5c93afc7400,5728.441741994175,3206,546,3752
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_time_observation--017,tool::get_current_datetime,call_model,tool::get_current_datetime,True,False,tool::get_current_datetime,True,1f691d9b5b7e0674cfde61c66394d4040a21d2b3e023080193da309337755813,5322.786951001035,3270,478,3748
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_time_observation--018,tool::get_current_datetime,call_model,tool::get_current_datetime,True,False,tool::get_current_datetime,True,4272c32d43b6291ea01aa262a16c2ee2aacf4016d63ba702dd99250f99403b3a,5527.987420995487,3207,478,3685
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_time_observation--019,tool::get_current_datetime,,tool::get_current_datetime,True,False,tool::get_current_datetime,True,29e6b7dae5bcef1ab24b814b47a2cd2e297a5f8c37bc4cb5aed547e42b731fae,5858.529074001126,3211,550,3761
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_time_observation--020,tool::get_current_datetime,call_model,tool::get_current_datetime,True,False,tool::get_current_datetime,True,208eacb01122465499a36e4f92896d7244d6fa25ccbe4ede1cbe4c233951526f,4582.917909996468,3173,434,3607
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_time_observation--021,tool::get_current_datetime,,tool::get_current_datetime,True,False,tool::get_current_datetime,True,0e673801f186ba1e8d202c5eb93976b354bd9121c1ea6c4ffc55c8690ddf38a7,3622.084343995084,3262,244,3506
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_time_observation--022,tool::get_current_datetime,,tool::get_current_datetime,True,False,tool::get_current_datetime,True,0f76beefb458ec4116f01bea7806c45a25154b45ec629cdcf5701a35bc2fa7ce,4316.007330002321,3255,315,3570
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_time_observation--023,tool::get_current_datetime,,tool::get_current_datetime,True,False,tool::get_current_datetime,True,886aa3971456267b0e3220a2d657b629ea124f116cd56d9b88b49fcbe4a86ed6,7535.795617004624,3223,665,3888
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--incorrect_time_observation--024,tool::get_current_datetime,,tool::get_current_datetime,True,False,tool::get_current_datetime,True,e06481f027bae899ad50111e8202f19ef6f2824648f59dbbfa361f880bf63fda,4307.186513993656,3324,336,3660
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--malformed_tool_result--000,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,fc7266f8b3a316f312435170d098b2754aa126ebb6dd8c1d17129f221aa68606,4985.952592003741,3168,400,3568
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--malformed_tool_result--001,tool::calculate,call_model,,False,False,tool::calculate,True,ffab599d5683e4c9e98f8553ac05b835c533acf576f73b9e28ab40337c1c8ca0,6758.3433510008035,3176,618,3794
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--malformed_tool_result--002,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,33898ed6ff889b6c8869da6ef5c355ffa8e4cd5b60a388e952afb0b33997e442,6538.337030993716,3189,702,3891
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--malformed_tool_result--003,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,88ebbaec4040090ee7b6c532d339e1232468bf227e5f1de61491e33f2fd60dde,6785.132859004079,3178,619,3797
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--malformed_tool_result--004,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,76e7daa3552c96392c2d878a7a6a6545f0159f0c5cc793c1dc1c981b68158b21,7269.498134999594,3184,667,3851
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--malformed_tool_result--005,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,4a30354d077a4943ad909e741587a503ecd311eb18debb499d22193abc5b819c,3566.8618839990813,3159,280,3439
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--malformed_tool_result--006,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,73617bb782d30f16892d247784c13e17d4befbe14aae5933a669f483605edafb,6454.765688999032,3165,593,3758
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--malformed_tool_result--007,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,a16b9e5f4c644689054ea6e38c73d43a365c75fef866ac33b225dc32ce48b22e,5265.145270997891,3186,516,3702
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--malformed_tool_result--008,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,4aae7d4a0585adce1765a9c7eec85e88a5f282f3695fb859279cc64d4c697dda,5273.334452998824,3175,476,3651
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--malformed_tool_result--009,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,eedf0bd338c47798194113fc00f8ac2f353bfccd311524696249234b1ca9cdd0,5891.467390996695,3183,509,3692
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--malformed_tool_result--010,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,51044b42f65cd6bf8fbc44903ac121e9693b28d4b07251595905cf3f681ebc9b,5483.034246994066,3214,562,3776
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--malformed_tool_result--011,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,7af56874ba98ec4cc45ba4ac5cc189d70420ee0755fc6582b5b2bc6ecb25974d,8281.761623999046,3191,823,4014
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--malformed_tool_result--012,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,26ef5db5a436127cfd52a093ff7723a833d75b3ddd4ec444dbc7761ad93b8dd3,5046.863719995599,3192,456,3648
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--malformed_tool_result--013,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,92b0292af064047a4bb3799d1d5b3cdcd839aecbd72e1879ef43be5921666a88,6674.412973996368,3184,772,3956
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--malformed_tool_result--014,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,eac73adf3bf55e9b8400cc02dc106c18248cfbb04233e5a3f405058557340c83,3479.4372000033036,3175,222,3397
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--malformed_tool_result--015,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,72886f353ddfffd831b22920ce8714e6388eecfbe74fd83f05405247b6a00148,6952.796580000722,3170,717,3887
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--malformed_tool_result--016,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,558f57e699355427fc709a9a7d83ddc4c3f037037f482a5787de369bb68c2993,7126.946506003151,3180,772,3952
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--malformed_tool_result--017,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,36ca3436295b71c06a1bdbd173ed2bbd8f4ef98e9bada3d4e278de6cb31941c5,4115.739891996782,3200,306,3506
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--malformed_tool_result--018,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,1e0f44bb034c23211041c96cf9bfc185d1e3f5adf8f51fba2d7cc1ffc7a61fd8,8141.571743995883,3213,831,4044
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--malformed_tool_result--019,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,d9a12ada49a277a1c87a52c0172c6c05a733f7d9220eb20de709c83640d0a455,5800.81794099533,3209,531,3740
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--malformed_tool_result--020,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,b2ca0c3cf764be3ec29fde0a1a4af855000549906c899836ef259be73c14cfe5,5555.253229998925,3190,549,3739
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--malformed_tool_result--021,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,f49f1ce03c8838d5e3717a7f0d842f55209783ed34842f0acfe50a27749046ff,2994.376392001868,3169,180,3349
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--malformed_tool_result--022,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,59d192b269f3e0f3ae87fc517327f6ba411b2ca880e03e1af67c87e349ff6a4e,5862.926964000508,3216,529,3745
deepseek,deepseek-v4-flash,controlled--local-core-no-memory--mono_step--malformed_tool_result--023,tool::calculate,call_model,tool::calculate,True,False,tool::calculate,True,503ef61cca54d74ea004077d7f2d47a2e9e7442aaa0830885d563ed2c5637dd2,5195.882412001083,3176,454,3630
